28	F	18532.59375	6616.3796299989335	河流
1112	E	12832.59375	6717.8611099990085	温性针叶林
1113	E	12472.59375	6717.8611099990085	温性针叶林
1114	E	9007.59375	6612.675929998979	温性针叶林
147	G	21427.59375	6569.620370000135	暖温性稀树灌木草丛
1115	E	13522.59375	6498.32407000009	温性针叶林
1116	E	8947.59375	6701.009260000195	温性针叶林
148	G	18952.59375	6565.82407000009	暖温性稀树灌木草丛
1117	E	11662.59375	6565.82407000009	温性针叶林
1118	E	11212.59375	6618.416670000181	温性针叶林
149	G	21967.59375	6229.71296000015	暖温性稀树灌木草丛
1119	E	16222.59375	6470.083329998888	温性针叶林
336	A	6082.59375	6456.935190000106	冰雪
337	A	6862.59375	6641.009260000195	冰雪
385	C	16507.59375	6220.268519998994	暖性针叶林
1120	E	11437.59375	6601.564809998963	温性针叶林
150	G	18697.59375	6601.564809998963	暖温性稀树灌木草丛
338	A	7132.59375	6562.120370000135	冰雪
110	K	9127.59375	6588.416670000181	寒温性灌丛
1121	E	10672.59375	6562.21296000015	温性针叶林
1122	E	10042.59375	6611.009260000195	温性针叶林
151	G	20677.59375	6490.916670000181	暖温性稀树灌木草丛
152	G	18892.59375	6571.564809998963	暖温性稀树灌木草丛
339	A	7672.59375	6470.268519998994	冰雪
340	A	7717.59375	6573.509260000195	冰雪
386	C	16057.59375	6573.509260000195	暖性针叶林
153	G	19462.59375	6567.8611099990085	暖温性稀树灌木草丛
341	A	6502.59375	6541.564809998963	冰雪
342	A	6682.59375	6554.71296000015	冰雪
1123	E	10477.59375	6528.416670000181	温性针叶林
1124	E	12622.59375	6554.71296000015	温性针叶林
1125	E	9817.59375	6541.564809998963	温性针叶林
387	C	20227.59375	6543.509260000195	暖性针叶林
1126	E	9427.59375	6370.63889000006	温性针叶林
111	K	9172.59375	6488.972219998948	寒温性灌丛
154	G	19087.59375	6132.305559998844	暖温性稀树灌木草丛
1127	E	12307.59375	6485.268519998994	温性针叶林
112	K	8572.59375	6564.157409999985	寒温性灌丛
343	A	7957.59375	6445.82407000009	冰雪
1128	E	12502.59375	6511.564809998963	温性针叶林
344	A	7357.59375	6541.564809998963	冰雪
1129	E	11302.59375	6442.120370000135	温性针叶林
155	G	17257.59375	6073.972219998948	暖温性稀树灌木草丛
1130	E	11572.59375	6442.120370000135	温性针叶林
345	A	6487.59375	5837.305559998844	冰雪
346	A	7027.59375	6363.231480000075	冰雪
347	A	7972.59375	6564.157409999985	冰雪
156	G	17902.59375	6073.972219998948	暖温性稀树灌木草丛
157	G	18262.59375	6363.231480000075	暖温性稀树灌木草丛
348	A	8182.59375	6385.82407000009	冰雪
1131	E	10507.59375	6288.32407000009	温性针叶林
388	C	16882.59375	6451.564809998963	暖性针叶林
1132	E	12352.59375	6329.620370000135	温性针叶林
1133	E	13492.59375	5618.231480000075	温性针叶林
113	K	9232.59375	6434.71296000015	寒温性灌丛
1134	E	9967.59375	6207.490739998873	温性针叶林
1135	E	14527.59375	6023.416670000181	温性针叶林
114	K	12607.59375	6331.564809998963	寒温性灌丛
115	K	8542.59375	6400.731480000075	寒温性灌丛
1136	E	15502.59375	6310.916670000181	温性针叶林
158	G	18517.59375	5668.416670000181	暖温性稀树灌木草丛
159	G	22207.59375	6365.268519998994	暖温性稀树灌木草丛
160	G	21082.59375	6401.009260000195	暖温性稀树灌木草丛
1137	E	11932.59375	6361.564809998963	温性针叶林
1138	E	16102.59375	6371.009260000195	温性针叶林
349	A	7552.59375	6327.8611099990085	冰雪
389	C	17122.59375	6316.3796299989335	暖性针叶林
1139	E	10852.59375	6025.453699999955	温性针叶林
1140	E	10342.59375	6051.75	温性针叶林
350	A	6622.59375	6327.8611099990085	冰雪
1141	E	9007.59375	6158.972219998948	温性针叶林
1142	E	15322.59375	6200.268519998994	温性针叶林
351	A	8182.59375	6342.8611099990085	冰雪
116	K	8482.59375	6170.268519998994	寒温性灌丛
161	G	21487.59375	5716.009260000195	暖温性稀树灌木草丛
162	G	21322.59375	6245.268519998994	暖温性稀树灌木草丛
352	A	5707.59375	6190.916670000181	冰雪
353	A	7267.59375	6320.268519998994	冰雪
1143	E	11767.59375	6342.8611099990085	温性针叶林
163	G	19402.59375	6241.564809998963	暖温性稀树灌木草丛
117	K	13057.59375	6098.972219998948	寒温性灌丛
1144	E	14062.59375	6267.8611099990085	温性针叶林
1145	E	10987.59375	6192.8611099990085	温性针叶林
1146	E	11302.59375	5594.064809998963	温性针叶林
354	A	5467.59375	6211.564809998963	冰雪
355	A	7972.59375	6089.620370000135	冰雪
1147	E	11962.59375	5974.898149998859	温性针叶林
164	G	16987.59375	6027.675929998979	暖温性稀树灌木草丛
1148	E	12262.59375	6207.8611099990085	温性针叶林
165	G	20722.59375	5892.305559998844	暖温性稀树灌木草丛
1149	E	12322.59375	6080.268519998994	温性针叶林
356	A	6517.59375	6207.8611099990085	冰雪
1150	E	13627.59375	6221.009260000195	温性针叶林
1151	E	14182.59375	6080.268519998994	温性针叶林
166	G	18832.59375	6006.935190000106	暖温性稀树灌木草丛
1152	E	11662.59375	5513.416670000181	温性针叶林
1153	E	13852.59375	6085.82407000009	温性针叶林
118	K	8587.59375	5901.75	寒温性灌丛
167	G	21187.59375	5601.3796299989335	暖温性稀树灌木草丛
119	K	9052.59375	6095.268519998994	寒温性灌丛
168	G	17032.59375	6061.564809998963	暖温性稀树灌木草丛
1154	E	15997.59375	6095.268519998994	温性针叶林
1155	E	15607.59375	4492.305559998844	温性针叶林
1156	E	14872.59375	6104.71296000015	温性针叶林
1157	E	11302.59375	6131.009260000195	温性针叶林
42	H	22267.59375	6117.8611099990085	寒温山地硬叶常绿栎林
169	G	20692.59375	6031.564809998963	暖温性稀树灌木草丛
170	G	21982.59375	6070.731480000075	暖温性稀树灌木草丛
1158	E	15637.59375	6074.71296000015	温性针叶林
171	G	17647.59375	6048.416670000181	暖温性稀树灌木草丛
357	A	6022.59375	5768.60185000021	冰雪
358	A	7687.59375	6071.009260000195	冰雪
1159	E	13447.59375	6018.416670000181	温性针叶林
1160	E	15472.59375	6071.009260000195	温性针叶林
1161	E	14017.59375	6071.009260000195	温性针叶林
172	G	19777.59375	6014.71296000015	暖温性稀树灌木草丛
173	G	21427.59375	5988.416670000181	暖温性稀树灌木草丛
1162	E	16357.59375	5896.3796299989335	温性针叶林
1163	E	16117.59375	6001.564809998963	温性针叶林
174	G	22132.59375	5975.268519998994	暖温性稀树灌木草丛
1164	E	12067.59375	5817.490739998873	温性针叶林
120	K	8827.59375	5935.82407000009	寒温性灌丛
1165	E	12682.59375	6024.157409999985	温性针叶林
1166	E	10237.59375	5870.268519998994	温性针叶林
175	G	18142.59375	5761.194440000225	暖温性稀树灌木草丛
1167	E	14512.59375	5787.675929998979	温性针叶林
359	A	6397.59375	5447.953699999955	冰雪
1168	E	10957.59375	5836.3796299989335	温性针叶林
1169	E	9187.59375	5406.657409999985	温性针叶林
360	A	7567.59375	5862.675929998979	冰雪
176	G	21097.59375	5911.564809998963	暖温性稀树灌木草丛
1170	E	13897.59375	5714.342590000015	温性针叶林
1171	E	12412.59375	5593.13889000006	温性针叶林
1172	E	12847.59375	5913.509260000195	温性针叶林
1173	E	13042.59375	5907.8611099990085	温性针叶林
29	F	18712.59375	5881.564809998963	河流
1174	E	9277.59375	5780.268519998994	温性针叶林
1175	E	15142.59375	5921.009260000195	温性针叶林
177	G	19987.59375	5815.82407000009	暖温性稀树灌木草丛
178	G	17332.59375	5921.009260000195	暖温性稀树灌木草丛
1176	E	13297.59375	5821.564809998963	温性针叶林
1177	E	15562.59375	5881.564809998963	温性针叶林
1178	E	10492.59375	5725.175929998979	温性针叶林
179	G	18967.59375	5614.898149998859	暖温性稀树灌木草丛
1179	E	9652.59375	5410.546300000045	温性针叶林
180	G	20062.59375	5821.564809998963	暖温性稀树灌木草丛
1180	E	9967.59375	5892.8611099990085	温性针叶林
181	G	21877.59375	4616.564809998963	暖温性稀树灌木草丛
1181	E	9082.59375	5752.120370000135	温性针叶林
182	G	20212.59375	5525.083329998888	暖温性稀树灌木草丛
1182	E	8932.59375	5801.009260000195	温性针叶林
361	A	7897.59375	5682.675929998979	冰雪
183	G	21577.59375	5814.157409999985	暖温性稀树灌木草丛
362	A	6577.59375	5708.972219998948	冰雪
1183	E	9367.59375	5235.63889000006	温性针叶林
363	A	5467.59375	5527.02778000012	冰雪
390	C	16822.59375	5733.509260000195	暖性针叶林
184	G	19582.59375	5652.675929998979	暖温性稀树灌木草丛
1184	E	16252.59375	5671.564809998963	温性针叶林
1185	E	13117.59375	4890.083329998888	温性针叶林
364	A	8527.59375	5455.731480000075	冰雪
1186	E	11947.59375	5701.564809998963	温性针叶林
1187	E	9427.59375	5767.21296000015	温性针叶林
1188	E	9127.59375	5538.32407000009	温性针叶林
185	G	17632.59375	5438.60185000021	暖温性稀树灌木草丛
43	H	22177.59375	5648.972219998948	寒温山地硬叶常绿栎林
1189	E	8767.59375	5673.509260000195	温性针叶林
1190	E	9517.59375	5643.509260000195	温性针叶林
365	A	6052.59375	5523.231480000075	冰雪
366	A	8332.59375	5558.972219998948	冰雪
186	G	21787.59375	5637.8611099990085	暖温性稀树灌木草丛
367	A	5662.59375	5624.71296000015	冰雪
187	G	18667.59375	5572.21296000015	暖温性稀树灌木草丛
44	H	22237.59375	5530.916670000181	寒温山地硬叶常绿栎林
1191	E	16987.59375	5423.787039998919	温性针叶林
1192	E	13132.59375	5658.509260000195	温性针叶林
188	G	20452.59375	5104.52778000012	暖温性稀树灌木草丛
368	A	7312.59375	5347.02778000012	冰雪
121	K	13222.59375	5512.21296000015	寒温性灌丛
1193	E	10177.59375	5234.435190000106	温性针叶林
189	G	20272.59375	4986.657409999985	暖温性稀树灌木草丛
1194	E	10477.59375	5416.3796299989335	温性针叶林
1195	E	10822.59375	5482.120370000135	温性针叶林
1196	E	14062.59375	4688.231480000075	温性针叶林
1197	E	16612.59375	5438.972219998948	温性针叶林
369	A	6187.59375	5307.490739998873	冰雪
1198	E	16162.59375	4915.3611099990085	温性针叶林
278	B	19357.59375	4492.305559998844	干热灌丛
370	A	6637.59375	5461.564809998963	冰雪
1199	E	16327.59375	5514.157409999985	温性针叶林
1200	E	12487.59375	5063.416670000181	温性针叶林
30	F	18862.59375	5431.564809998963	河流
240	D	10102.59375	4545.63889000006	针阔混交林
371	A	6817.59375	5491.564809998963	冰雪
190	G	18457.59375	5279.620370000135	暖温性稀树灌木草丛
1201	E	11197.59375	5414.71296000015	温性针叶林
1202	E	16372.59375	5176.3796299989335	温性针叶林
1203	E	10867.59375	5397.8611099990085	温性针叶林
372	A	7927.59375	5384.71296000015	冰雪
1204	E	16537.59375	5228.972219998948	温性针叶林
1205	E	16222.59375	5084.435190000106	温性针叶林
122	K	13297.59375	5332.120370000135	寒温性灌丛
1206	E	13297.59375	5063.787039998919	温性针叶林
373	A	6322.59375	5381.009260000195	冰雪
1207	E	11437.59375	5341.564809998963	温性针叶林
191	G	20197.59375	5381.009260000195	暖温性稀树灌木草丛
374	A	6802.59375	5354.71296000015	冰雪
375	A	6247.59375	4703.416670000181	冰雪
1208	E	13042.59375	5328.416670000181	温性针叶林
1209	E	15352.59375	5264.25	温性针叶林
1210	E	8947.59375	5298.416670000181	温性针叶林
376	A	7762.59375	5245.82407000009	冰雪
115	J	7972.59375	4879.898149998859	高山流石滩疏生草甸
123	K	20737.59375	5166.935190000106	寒温性灌丛
377	A	7567.59375	5268.416670000181	冰雪
192	G	19342.59375	5321.009260000195	暖温性稀树灌木草丛
1211	E	14977.59375	5321.009260000195	温性针叶林
1212	E	9277.59375	5307.8611099990085	温性针叶林
193	G	21937.59375	5307.8611099990085	暖温性稀树灌木草丛
1213	E	17122.59375	5215.82407000009	温性针叶林
194	G	17887.59375	5352.8611099990085	暖温性稀树灌木草丛
53	L	8572.59375	5005.731480000075	高山草甸
195	G	19867.59375	4787.675929998979	暖温性稀树灌木草丛
196	G	19687.59375	5155.82407000009	暖温性稀树灌木草丛
378	A	6862.59375	5261.009260000195	冰雪
54	L	8272.59375	5182.120370000135	高山草甸
197	G	19072.59375	5298.509260000195	暖温性稀树灌木草丛
1214	E	10972.59375	5112.675929998979	温性针叶林
198	G	21382.59375	5125.82407000009	暖温性稀树灌木草丛
1215	E	10912.59375	5244.157409999985	温性针叶林
1216	E	10717.59375	5217.8611099990085	温性针叶林
241	D	14722.59375	5007.490739998873	针阔混交林
1217	E	13702.59375	4977.490739998873	温性针叶林
379	A	7927.59375	5148.416670000181	冰雪
1218	E	12232.59375	5157.8611099990085	温性针叶林
1219	E	9382.59375	5052.675929998979	温性针叶林
1220	E	13507.59375	5105.268519998994	温性针叶林
380	A	7102.59375	5105.268519998994	冰雪
381	A	7327.59375	5078.972219998948	冰雪
382	A	6577.59375	5144.71296000015	冰雪
242	D	14482.59375	4842.305559998844	针阔混交林
199	G	22117.59375	5141.009260000195	暖温性稀树灌木草丛
200	G	20692.59375	4851.75	暖温性稀树灌木草丛
201	G	18202.59375	5124.157409999985	暖温性稀树灌木草丛
31	F	19102.59375	5048.972219998948	河流
1221	E	11542.59375	5161.564809998963	温性针叶林
383	A	6922.59375	5041.564809998963	冰雪
243	D	14392.59375	5097.8611099990085	针阔混交林
202	G	21727.59375	5032.120370000135	暖温性稀树灌木草丛
384	A	7807.59375	5058.416670000181	冰雪
203	G	18607.59375	4923.231480000075	暖温性稀树灌木草丛
1222	E	11512.59375	5118.509260000195	温性针叶林
204	G	17737.59375	5033.787039998919	暖温性稀树灌木草丛
1223	E	16717.59375	5015.268519998994	温性针叶林
385	A	6772.59375	5054.71296000015	冰雪
386	A	7042.59375	4919.620370000135	冰雪
391	C	17347.59375	4883.787039998919	暖性针叶林
205	G	21862.59375	4945.82407000009	暖温性稀树灌木草丛
244	D	10432.59375	4577.675929998979	针阔混交林
1224	E	13882.59375	4998.416670000181	温性针叶林
206	G	17962.59375	4972.120370000135	暖温性稀树灌木草丛
207	G	18952.59375	4910.268519998994	暖温性稀树灌木草丛
208	G	18217.59375	4603.972219998948	暖温性稀树灌木草丛
45	H	21982.59375	4968.416670000181	寒温山地硬叶常绿栎林
1225	E	11677.59375	5007.8611099990085	温性针叶林
1226	E	8857.59375	4962.8611099990085	温性针叶林
209	G	19312.59375	5024.620370000135	暖温性稀树灌木草丛
1227	E	10912.59375	3941.75	温性针叶林
55	L	8482.59375	4932.8611099990085	高山草甸
46	H	22087.59375	4912.21296000015	寒温山地硬叶常绿栎林
1228	E	9622.59375	4868.972219998948	温性针叶林
387	A	7507.59375	4803.231480000075	冰雪
388	A	6652.59375	4778.972219998948	冰雪
1229	E	13537.59375	4696.3796299989335	温性针叶林
1230	E	10342.59375	4769.620370000135	温性针叶林
210	G	21532.59375	4878.416670000181	暖温性稀树灌木草丛
1231	E	9892.59375	4878.13889000006	温性针叶林
211	G	21307.59375	4536.564809998963	暖温性稀树灌木草丛
212	G	19312.59375	4887.8611099990085	暖温性稀树灌木草丛
213	G	17902.59375	4317.305559998844	暖温性稀树灌木草丛
1232	E	16882.59375	4902.8611099990085	温性针叶林
1233	E	10462.59375	4857.8611099990085	温性针叶林
1234	E	11707.59375	4765.82407000009	温性针叶林
1235	E	9067.59375	4750.916670000181	温性针叶林
214	G	18202.59375	4824.157409999985	暖温性稀树灌木草丛
56	L	8497.59375	4827.8611099990085	高山草甸
1236	E	13657.59375	4617.675929998979	温性针叶林
1237	E	15112.59375	3998.231480000075	温性针叶林
1238	E	9352.59375	4456.009260000195	温性针叶林
1239	E	12757.59375	4548.046300000045	温性针叶林
1240	E	13852.59375	4690.916670000181	温性针叶林
1241	E	11797.59375	4767.8611099990085	温性针叶林
392	C	16747.59375	4728.416670000181	暖性针叶林
393	C	21142.59375	4688.972219998948	暖性针叶林
394	C	17407.59375	4737.8611099990085	暖性针叶林
395	C	20917.59375	4711.564809998963	暖性针叶林
389	A	7057.59375	4593.231480000075	冰雪
215	G	18757.59375	4713.509260000195	暖温性稀树灌木草丛
396	C	17512.59375	4548.32407000009	暖性针叶林
47	H	22327.59375	4724.71296000015	寒温山地硬叶常绿栎林
116	J	8122.59375	4630.916670000181	高山流石滩疏生草甸
57	L	8662.59375	4681.564809998963	高山草甸
216	G	20737.59375	4585.82407000009	暖温性稀树灌木草丛
390	A	7912.59375	4651.564809998963	冰雪
58	L	8452.59375	4625.268519998994	高山草甸
391	A	7762.59375	4691.009260000195	冰雪
1242	E	22222.59375	4550.268519998994	温性针叶林
392	A	6742.59375	4651.564809998963	冰雪
1243	E	9112.59375	4632.8611099990085	温性针叶林
217	G	19957.59375	4332.305559998844	暖温性稀树灌木草丛
245	D	16432.59375	4582.120370000135	针阔混交林
397	C	17167.59375	4319.157409999985	暖性针叶林
393	A	7477.59375	4687.21296000015	冰雪
1244	E	15652.59375	4634.71296000015	温性针叶林
394	A	6622.59375	4458.32407000009	冰雪
395	A	7237.59375	4499.52778000012	冰雪
246	D	14377.59375	4531.564809998963	针阔混交林
396	A	7192.59375	4614.157409999985	冰雪
247	D	14677.59375	4632.8611099990085	针阔混交林
397	A	8047.59375	4542.8611099990085	冰雪
398	A	6832.59375	4574.71296000015	冰雪
59	L	8992.59375	4522.21296000015	高山草甸
218	G	18742.59375	4576.3796299989335	暖温性稀树灌木草丛
1245	E	11017.59375	4347.490739998873	温性针叶林
1246	E	8692.59375	3957.305559998844	温性针叶林
398	C	16567.59375	4492.120370000135	暖性针叶林
1247	E	14227.59375	4580.453699999955	温性针叶林
279	B	19177.59375	4435.82407000009	干热灌丛
399	A	7132.59375	4501.564809998963	冰雪
1248	E	13507.59375	4396.3796299989335	温性针叶林
248	D	14482.59375	4488.416670000181	针阔混交林
1249	E	11917.59375	4484.71296000015	温性针叶林
400	A	7642.59375	4492.02778000012	冰雪
60	L	8437.59375	4494.157409999985	高山草甸
401	A	7342.59375	4467.8611099990085	冰雪
26	O	21052.59375	4428.416670000181	亚高山草甸
249	D	10372.59375	4454.71296000015	针阔混交林
1250	E	12427.59375	4319.620370000135	温性针叶林
61	L	8467.59375	4360.916670000181	高山草甸
62	L	8842.59375	4464.157409999985	高山草甸
1251	E	14212.59375	4481.009260000195	温性针叶林
219	G	21652.59375	4441.564809998963	暖温性稀树灌木草丛
250	D	14872.59375	4330.916670000181	针阔混交林
220	G	19807.59375	4392.8611099990085	暖温性稀树灌木草丛
1252	E	16822.59375	4464.157409999985	温性针叶林
280	B	19042.59375	4345.82407000009	干热灌丛
48	H	21862.59375	3516.2870399989188	寒温山地硬叶常绿栎林
1253	E	15607.59375	4259.620370000135	温性针叶林
1254	E	13807.59375	4321.564809998963	温性针叶林
221	G	18112.59375	4381.564809998963	暖温性稀树灌木草丛
32	F	18862.59375	4298.972219998948	河流
402	A	7867.59375	3063.0463000000454	冰雪
1255	E	10072.59375	4411.564809998963	温性针叶林
222	G	20497.59375	4391.009260000195	暖温性稀树灌木草丛
223	G	18457.59375	4404.157409999985	暖温性稀树灌木草丛
117	J	8047.59375	4338.416670000181	高山流石滩疏生草甸
1256	E	16132.59375	4364.71296000015	温性针叶林
403	A	7447.59375	4404.157409999985	冰雪
118	J	7927.59375	4338.416670000181	高山流石滩疏生草甸
63	L	8572.59375	4377.8611099990085	高山草甸
1257	E	14167.59375	4259.52778000012	温性针叶林
1258	E	14332.59375	4220.083329998888	温性针叶林
49	H	21382.59375	4308.416670000181	寒温山地硬叶常绿栎林
1259	E	15427.59375	4199.620370000135	温性针叶林
1260	E	10642.59375	4158.32407000009	温性针叶林
1261	E	14047.59375	3993.13889000006	温性针叶林
399	C	17182.59375	4173.231480000075	暖性针叶林
404	A	6727.59375	4334.620370000135	冰雪
1262	E	9877.59375	3570.4536999999546	温性针叶林
1263	E	15397.59375	4293.509260000195	温性针叶林
400	C	17497.59375	3476.3796299989335	暖性针叶林
1264	E	14062.59375	4261.564809998963	温性针叶林
50	H	22132.59375	4274.71296000015	寒温山地硬叶常绿栎林
401	C	16822.59375	4287.8611099990085	暖性针叶林
1265	E	14602.59375	4103.787039998919	温性针叶林
64	L	8467.59375	4060.63889000006	高山草甸
1266	E	11977.59375	4244.71296000015	温性针叶林
224	G	17782.59375	4271.009260000195	暖温性稀树灌木草丛
405	A	7027.59375	4284.157409999985	冰雪
65	L	7777.59375	4109.620370000135	高山草甸
1267	E	12277.59375	4218.416670000181	温性针叶林
51	H	20812.59375	3859.71296000015	寒温山地硬叶常绿栎林
225	G	20092.59375	4214.71296000015	暖温性稀树灌木草丛
1268	E	12157.59375	3978.0463000000454	温性针叶林
1269	E	13552.59375	4017.4907399988733	温性针叶林
406	A	7147.59375	4201.564809998963	冰雪
226	G	18337.59375	4188.416670000181	暖温性稀树灌木草丛
52	H	21097.59375	4148.972219998948	寒温山地硬叶常绿栎林
51	I	19192.59375	3946.3796299989335	栽培植被
1270	E	12517.59375	4145.268519998994	温性针叶林
33	F	18892.59375	4184.71296000015	河流
1271	E	10252.59375	4145.268519998994	温性针叶林
1272	E	13837.59375	3843.13889000006	温性针叶林
402	C	16612.59375	4197.8611099990085	暖性针叶林
407	A	6997.59375	4181.009260000195	冰雪
281	B	18547.59375	4023.231480000075	干热灌丛
1273	E	11632.59375	4036.3796299989335	温性针叶林
251	D	14962.59375	4164.157409999985	针阔混交林
1274	E	8692.59375	4124.71296000015	温性针叶林
1275	E	15202.59375	4058.9722199989483	温性针叶林
1276	E	12682.59375	3953.7870399989188	温性针叶林
227	G	17902.59375	3803.7870399989188	暖温性稀树灌木草丛
66	L	7987.59375	4069.8981499988586	高山草甸
408	A	6907.59375	4124.71296000015	冰雪
34	F	18712.59375	3953.7870399989188	河流
228	G	17542.59375	4124.620370000135	暖温性稀树灌木草丛
1277	E	15007.59375	3923.7870399989188	温性针叶林
1278	E	9652.59375	3989.5277800001204	温性针叶林
1279	E	12997.59375	3936.9351900001056	温性针叶林
1280	E	16117.59375	4055.2685199989937	温性针叶林
229	G	17647.59375	4091.0092600001954	暖温性稀树灌木草丛
53	H	22447.59375	4064.71296000015	寒温山地硬叶常绿栎林
230	G	17812.59375	4064.71296000015	暖温性稀树灌木草丛
231	G	21667.59375	3929.5277800001204	暖温性稀树灌木草丛
35	F	18862.59375	3968.9722199989483	河流
54	H	22462.59375	3903.231480000075	寒温山地硬叶常绿栎林
1281	E	9382.59375	4021.564809998963	温性针叶林
55	H	21307.59375	4098.509260000195	寒温山地硬叶常绿栎林
409	A	7252.59375	3713.7870399989188	冰雪
232	G	21562.59375	4002.8611099990085	暖温性稀树灌木草丛
1282	E	14497.59375	3890.2685199989937	温性针叶林
1283	E	8332.59375	3965.2685199989937	温性针叶林
56	H	22237.59375	4004.71296000015	寒温山地硬叶常绿栎林
52	I	19207.59375	3787.0277800001204	栽培植被
1284	E	9967.59375	3948.4166700001806	温性针叶林
233	G	19702.59375	3922.21296000015	暖温性稀树灌木草丛
410	A	7132.59375	3987.8611099990085	冰雪
1285	E	13402.59375	3948.4166700001806	温性针叶林
403	C	17062.59375	3987.8611099990085	暖性针叶林
411	A	7057.59375	3974.71296000015	冰雪
234	G	21472.59375	3839.620370000135	暖温性稀树灌木草丛
1286	E	10432.59375	3918.4166700001806	温性针叶林
235	G	21952.59375	3850.9166700001806	暖温性稀树灌木草丛
1287	E	14857.59375	3835.8240700000897	温性针叶林
404	C	16657.59375	3972.8611099990085	暖性针叶林
236	G	18517.59375	3809.5277800001204	暖温性稀树灌木草丛
1288	E	11902.59375	3403.9722199989483	温性针叶林
53	I	19057.59375	3862.21296000015	栽培植被
237	G	18352.59375	3914.71296000015	暖温性稀树灌木草丛
405	C	16792.59375	3726.9351900001056	暖性针叶林
1289	E	12442.59375	3884.71296000015	温性针叶林
1290	E	10237.59375	3884.71296000015	温性针叶林
1291	E	13732.59375	3625.731480000075	温性针叶林
1292	E	14557.59375	3708.3240700000897	温性针叶林
1293	E	12157.59375	3854.71296000015	温性针叶林
1294	E	9922.59375	3854.71296000015	温性针叶林
238	G	20932.59375	3152.7685199989937	暖温性稀树灌木草丛
1295	E	15757.59375	3851.0092600001954	温性针叶林
1296	E	10747.59375	3650.083329998888	温性针叶林
239	G	20452.59375	3821.0092600001954	暖温性稀树灌木草丛
1297	E	15652.59375	3781.564809998963	温性针叶林
1298	E	12727.59375	3834.1574099999852	温性针叶林
1299	E	11842.59375	3712.120370000135	温性针叶林
1300	E	11632.59375	3370.2685199989937	温性针叶林
1301	E	9472.59375	3554.3425900000148	温性针叶林
1302	E	8992.59375	3791.0092600001954	温性针叶林
1303	E	14362.59375	3764.71296000015	温性针叶林
1304	E	10852.59375	3423.13889000006	温性针叶林
1305	E	10147.59375	3712.120370000135	温性针叶林
1306	E	13177.59375	3698.9722199989483	温性针叶林
412	A	8227.59375	3588.3240700000897	冰雪
1307	E	16117.59375	3351.8425900000148	温性针叶林
1308	E	9187.59375	3471.75	温性针叶林
1309	E	11062.59375	3616.3796299989335	温性针叶林
240	G	17977.59375	3751.564809998963	暖温性稀树灌木草丛
1310	E	14782.59375	3691.564809998963	温性针叶林
1311	E	10057.59375	3468.0463000000454	温性针叶林
57	H	20737.59375	3757.21296000015	寒温山地硬叶常绿栎林
1312	E	13087.59375	3610.9166700001806	温性针叶林
1313	E	14407.59375	3610.9166700001806	温性针叶林
406	C	16957.59375	3635.2685199989937	暖性针叶林
1314	E	12172.59375	3663.5092600001954	温性针叶林
1315	E	11302.59375	3353.7870399989188	温性针叶林
1316	E	13402.59375	3616.3796299989335	温性针叶林
1317	E	15712.59375	3267.120370000135	温性针叶林
1318	E	9622.59375	3608.9722199989483	温性针叶林
1319	E	13627.59375	3580.9166700001806	温性针叶林
241	G	19492.59375	3512.583329998888	暖温性稀树灌木草丛
242	G	19642.59375	3595.8240700000897	暖温性稀树灌木草丛
58	H	21247.59375	3635.2685199989937	寒温山地硬叶常绿栎林
59	H	21067.59375	3631.564809998963	寒温山地硬叶常绿栎林
1320	E	15187.59375	3629.4351900001056	温性针叶林
407	C	17557.59375	3684.1574099999852	暖性针叶林
1321	E	8827.59375	3460.63889000006	温性针叶林
1322	E	14077.59375	3513.231480000075	温性针叶林
60	H	21472.59375	3612.8611099990085	寒温山地硬叶常绿栎林
61	H	22237.59375	3575.2685199989937	寒温山地硬叶常绿栎林
1323	E	12607.59375	3496.3796299989335	温性针叶林
119	J	8467.59375	3522.675929998979	高山流石滩疏生草甸
62	H	22057.59375	3597.8611099990085	寒温山地硬叶常绿栎林
1324	E	12577.59375	3594.1574099999852	温性针叶林
63	H	22417.59375	3571.564809998963	寒温山地硬叶常绿栎林
243	G	19852.59375	3611.0092600001954	暖温性稀树灌木草丛
12	Q	21697.59375	2966.75	落叶阔叶林
1325	E	10522.59375	3488.9722199989483	温性针叶林
1326	E	13777.59375	3440.2685199989937	温性针叶林
244	G	18112.59375	3233.7870399989188	暖温性稀树灌木草丛
27	O	20437.59375	3064.5277800001204	亚高山草甸
1327	E	10327.59375	3551.0092600001954	温性针叶林
1328	E	9577.59375	3472.120370000135	温性针叶林
1329	E	14482.59375	3537.8611099990085	温性针叶林
245	G	18817.59375	3511.564809998963	暖温性稀树灌木草丛
64	H	20752.59375	3415.8240700000897	寒温山地硬叶常绿栎林
1330	E	13477.59375	3507.8611099990085	温性针叶林
1331	E	12907.59375	3205.731480000075	温性针叶林
1332	E	9367.59375	3438.4166700001806	温性针叶林
1333	E	15412.59375	3412.21296000015	温性针叶林
1334	E	10747.59375	3395.2685199989937	温性针叶林
1335	E	12097.59375	3355.8240700000897	温性针叶林
54	I	19132.59375	3072.4907399988733	栽培植被
246	G	18772.59375	3447.8611099990085	暖温性稀树灌木草丛
1336	E	12922.59375	2921.9351900001056	温性针叶林
1337	E	14287.59375	3447.8611099990085	温性针叶林
408	C	16612.59375	3447.8611099990085	暖性针叶林
